Quantity,UnitPrice,Discount,ShippingCost,SalesChannel,PaymentMethod,Cluster
11,10.280000000000001,0.26,6.73,In-store,Bank Transfer,3
5,64.8,0.48,16.66,In-store,paypall,0
20,49.83,0.23,11.36,In-store,Bank Transfer,3
14,22.36,0.47,27.97,Online,paypall,5
21,21.76,0.23,18.27,Online,paypall,5
26,31.4,0.12,6.92,In-store,paypall,0
44,71.13,0.41,12.98,Online,Bank Transfer,4
38,85.85,0.04000000000000001,10.81,In-store,paypall,0
15,50.9,0.25,11.58,In-store,Bank Transfer,3
42,72.34,0.38,23.95,Online,Bank Transfer,4
21,25.81,0.23,13.17,In-store,Bank Transfer,3
16,41.03,0.35,10.96,Online,Bank Transfer,4
11,76.57,0.42,11.12,In-store,Credit Card,2
48,53.21,0.18,20.62,Online,Bank Transfer,4
14,40.06,0.47,7.379999999999999,In-store,Bank Transfer,3
21,70.78,0.38,21.94,In-store,Credit Card,2
16,59.38,0.2,17.9,In-store,paypall,0
2,77.58,0.09,13.78,In-store,Credit Card,2
42,75.07,0.48,17.8,Online,paypall,5
2,38.4,0.23,22.29,In-store,Credit Card,2
28,1.1499999999999986,0.31,8.99,Online,Bank Transfer,4
5,93.85,0.10999999999999999,13.84,Online,Bank Transfer,4
8,53.88,0.49,25.4,In-store,Bank Transfer,3
8,99.15,0.44,13.73,In-store,paypall,0
17,9.149999999999999,0.12,24.3,Online,Bank Transfer,4
19,75.87,0.45,29.2,Online,paypall,5
48,54.27,0.31,9.24,Online,Bank Transfer,4
42,5.240000000000002,0.21,28.23,Online,Bank Transfer,4
26,38.57,0.3,8.02,In-store,Bank Transfer,3
31,99.48,0.34,5.710000000000001,Online,paypall,5
34,86.61,0.38,28.36,In-store,Bank Transfer,3
29,96.86,0.46,24.35,In-store,Credit Card,2
10,18.659999999999997,0.29,6.68,In-store,Credit Card,2
40,86.73,0.14,26.83,In-store,paypall,0
11,72.69,0.1,19.28,In-store,paypall,0
33,48.74,0.46,21.89,Online,Credit Card,1
22,67.99,0.2,12.24,Online,Bank Transfer,4
29,10.839999999999996,0.09,28.9,In-store,Bank Transfer,3
41,85.49,0.32,16.84,In-store,Credit Card,2
21,96.34,0.5,13.66,Online,Credit Card,1
40,88.82,0.04999999999999999,8.52,In-store,Credit Card,2
12,96.24,0.4,29.55,In-store,Bank Transfer,3
16,72.03,0.18,25.3,In-store,Bank Transfer,3
43,2.289999999999999,0.3,13.46,Online,Bank Transfer,4
26,6.939999999999998,0.31,16.68,Online,Bank Transfer,4
30,90.75,0.04000000000000001,17.67,In-store,paypall,0
23,38.83,0.03,17.67,In-store,Credit Card,2
33,45.49,0.13,13.61,In-store,Credit Card,2
6,72.23,0.39,11.95,Online,paypall,5
46,65.99,0.13,21.69,In-store,Bank Transfer,3
34,38.45,0.36,18.76,In-store,paypall,0
19,95.61,0.08000000000000002,25.56,In-store,Credit Card,2
23,86.63,0.47,25.17,In-store,paypall,0
25,49.81,0.08000000000000002,29.06,In-store,paypall,0
29,59.95,0.4,9.37,In-store,Credit Card,2
16,56.7,0.38,10.18,In-store,Credit Card,2
2,47.54,0.4,25.44,Online,Credit Card,1
29,12.300000000000004,0.21,16.31,In-store,Bank Transfer,3
33,97.49,0.2,17.74,Online,paypall,5
18,67.87,0.15,28.13,Online,paypall,5
8,16.740000000000002,0.07,8.7,In-store,paypall,0
2,4.420000000000002,0.29,10.19,Online,Credit Card,1
5,71.79,0.07,8.27,Online,Credit Card,1
20,99.86,0.32,20.53,Online,paypall,5
4,71.93,0.43,7.890000000000001,In-store,paypall,0
5,61.53,0.08000000000000002,10.46,In-store,Bank Transfer,3
17,8.839999999999996,0.45,13.32,In-store,Bank Transfer,3
5,31.82,0.22,13.86,In-store,paypall,0
8,2.770000000000003,0.4,5.859999999999999,Online,Credit Card,1
32,40.84,0.24,9.529999999999998,Online,paypall,5
25,36.18,0.18,24.93,Online,paypall,5
25,35.27,0.06,24.75,In-store,Bank Transfer,3
25,6.32,0.31,21.01,Online,Credit Card,1
42,66.17,0.19,19.72,Online,Bank Transfer,4
31,91.8,0.03,21.92,In-store,Bank Transfer,3
28,29.51,0.07,29.2,In-store,Credit Card,2
47,10.050000000000004,0.14,14.81,Online,Credit Card,1
15,87.74,0.22,29.8,In-store,paypall,0
43,89.82,0.010000000000000009,20.14,Online,Bank Transfer,4
27,61.31,0.5,28.51,In-store,paypall,0
39,36.67,0.15,9.14,In-store,Bank Transfer,3
14,52.91,0.06,25.75,Online,Bank Transfer,4
13,76.04,0.07,29.06,Online,Bank Transfer,4
32,26.34,0.45,21.49,Online,Bank Transfer,4
44,76.57,0.38,10.82,Online,Bank Transfer,4
35,30.85,0.35,7.300000000000001,In-store,Credit Card,2
48,40.88,0.28,14.52,Online,Credit Card,1
44,27.11,0.010000000000000009,16.94,In-store,Credit Card,2
14,23.93,0.15,12.89,In-store,paypall,0
44,88.52,0.5,12.81,In-store,paypall,0
36,37.67,0.1,12.31,In-store,Bank Transfer,3
39,24.11,0.42,17.63,In-store,Credit Card,2
5,16.46,0.35,14.56,Online,Credit Card,1
47,89.51,0.01999999999999999,7.300000000000001,Online,Credit Card,1
8,85.35,0.45,29.03,In-store,Credit Card,2
10,78.96,0.07,26.12,In-store,Bank Transfer,3
2,22.2,0.15,14.0,Online,Bank Transfer,4
31,69.44,0.09,16.63,In-store,Bank Transfer,3
39,46.23,0.1,27.56,Online,Bank Transfer,4
25,35.82,0.4,25.33,Online,paypall,5
34,89.24,0.14,15.9,In-store,Credit Card,2
15,78.47,0.3,8.6,Online,Credit Card,1
42,72.64,0.33,28.04,Online,paypall,5
17,5.609999999999999,0.4,27.52,Online,Bank Transfer,4
22,45.18,0.24,8.21,Online,Bank Transfer,4
47,7.079999999999998,0.22,19.52,In-store,Credit Card,2
48,78.78,0.10999999999999999,29.95,In-store,Credit Card,2
33,12.530000000000001,0.03,7.5,Online,Bank Transfer,4
6,8.43,0.18,7.710000000000001,Online,paypall,5
18,75.15,0.04999999999999999,12.09,Online,Credit Card,1
3,3.3800000000000026,0.04999999999999999,21.63,Online,paypall,5
31,42.65,0.31,15.57,Online,Bank Transfer,4
12,60.62,0.36,17.54,In-store,Bank Transfer,3
10,45.06,0.19,24.57,In-store,paypall,0
36,76.27,0.48,12.11,Online,Credit Card,1
6,1.5600000000000023,0.37,6.59,In-store,Bank Transfer,3
31,63.48,0.5,11.44,In-store,paypall,0
36,48.11,0.10999999999999999,8.7,Online,Credit Card,1
33,86.79,0.2,23.54,Online,Credit Card,1
10,8.949999999999996,0.1,15.77,In-store,Bank Transfer,3
38,16.92,0.03,27.55,Online,Credit Card,1
26,12.5,0.03,27.35,In-store,Bank Transfer,3
16,30.53,0.19,22.47,In-store,paypall,0
24,66.61,0.38,26.6,In-store,Bank Transfer,3
41,15.189999999999998,0.44,15.45,Online,Credit Card,1
24,36.27,0.18,7.219999999999999,In-store,paypall,0
8,55.79,0.22,26.12,Online,Bank Transfer,4
25,18.899999999999995,0.39,7.85,In-store,paypall,0
23,10.07,0.27,8.7,Online,paypall,5
3,21.000000000000004,0.16,29.28,Online,paypall,5
32,90.65,0.49,28.92,Online,Bank Transfer,4
10,66.69,0.03,21.03,In-store,Bank Transfer,3
47,66.3,0.38,7.33,In-store,Bank Transfer,3
35,82.27,0.22,9.15,Online,Credit Card,1
22,56.77,0.39,5.25,Online,Credit Card,1
14,84.08,0.010000000000000009,25.96,In-store,Credit Card,2
25,90.43,0.31,10.43,Online,Bank Transfer,4
15,98.41,0.39,10.33,In-store,Bank Transfer,3
30,94.54,0.22,9.43,Online,Bank Transfer,4
31,71.33,0.34,20.32,Online,paypall,5
14,15.479999999999997,0.45,26.29,Online,Credit Card,1
8,67.43,0.41,29.07,In-store,paypall,0
31,28.42,0.28,28.95,In-store,Credit Card,2
37,6.079999999999998,0.14,6.699999999999999,In-store,paypall,0
37,42.0,0.27,12.59,In-store,paypall,0
3,75.54,0.28,11.21,In-store,Credit Card,2
12,20.19,0.12,8.23,In-store,paypall,0
32,65.29,0.44,8.56,Online,Credit Card,1
32,28.05,0.04000000000000001,20.18,In-store,Bank Transfer,3
43,29.39,0.19,23.11,Online,paypall,5
10,42.41,0.4,26.98,In-store,Bank Transfer,3
44,33.3,0.37,22.34,In-store,Bank Transfer,3
41,93.33,0.43,6.77,Online,Bank Transfer,4
42,43.58,0.18,29.69,Online,paypall,5
26,94.83,0.34,26.44,In-store,Credit Card,2
13,44.38,0.44,12.23,Online,paypall,5
33,94.33,0.41,11.76,In-store,Bank Transfer,3
31,32.21,0.15,29.37,In-store,Bank Transfer,3
12,44.38,0.10999999999999999,28.39,In-store,paypall,0
23,24.07,0.25,13.27,In-store,Credit Card,2
25,71.85,0.45,26.28,Online,Credit Card,1
29,87.44,0.31,20.48,In-store,Credit Card,2
33,10.259999999999998,0.19,26.81,In-store,Bank Transfer,3
18,26.97,0.4,15.35,In-store,Bank Transfer,3
41,94.07,0.10999999999999999,20.04,In-store,Credit Card,2
44,50.9,0.41,19.22,Online,Credit Card,1
12,92.22,0.19,14.62,Online,Credit Card,1
36,65.12,0.41,22.61,Online,paypall,5
13,68.98,0.48,8.16,In-store,Bank Transfer,3
31,9.79,0.27,20.27,Online,Bank Transfer,4
22,72.71,0.04999999999999999,28.32,Online,Bank Transfer,4
46,40.06,0.2,15.07,Online,Bank Transfer,4
37,9.36,0.26,5.440000000000001,Online,Bank Transfer,4
39,82.96,0.08000000000000002,28.2,Online,paypall,5
30,96.16,0.06,17.12,Online,Credit Card,1
34,72.62,0.06,22.42,Online,Bank Transfer,4
31,10.100000000000001,0.14,21.16,In-store,Bank Transfer,3
6,34.29,0.24,14.31,In-store,paypall,0
26,37.19,0.10999999999999999,26.71,Online,paypall,5
49,87.83,0.48,6.42,Online,Credit Card,1
45,59.98,0.03,25.54,Online,Bank Transfer,4
13,20.31,0.34,28.61,Online,Bank Transfer,4
29,6.25,0.43,24.34,In-store,Bank Transfer,3
26,46.58,0.01999999999999999,20.66,Online,Bank Transfer,4
39,56.84,0.32,29.54,In-store,paypall,0
35,12.29,0.14,19.66,Online,paypall,5
5,85.18,0.25,20.43,In-store,Bank Transfer,3
28,20.44,0.32,7.85,Online,Credit Card,1
21,52.55,0.29,23.48,In-store,paypall,0
8,4.719999999999999,0.23,24.05,Online,paypall,5
10,10.160000000000004,0.18,15.33,Online,Bank Transfer,4
40,62.76,0.41,6.98,Online,paypall,5
43,61.62,0.2,28.67,Online,paypall,5
5,74.51,0.16,9.51,Online,Bank Transfer,4
8,72.79,0.47,14.91,In-store,Bank Transfer,3
17,73.15,0.24,21.75,In-store,Bank Transfer,3
33,25.72,0.39,21.26,In-store,paypall,0
17,72.48,0.4,26.37,In-store,Credit Card,2
6,75.96,0.42,18.54,In-store,paypall,0
27,47.64,0.48,8.93,Online,Bank Transfer,4
27,45.37,0.0,26.59,Online,Bank Transfer,4
46,2.3200000000000003,0.21,13.79,Online,paypall,5
14,88.15,0.36,5.539999999999999,Online,Credit Card,1
5,54.92,0.36,5.309999999999999,Online,Credit Card,1
17,54.28,0.03,7.43,In-store,Bank Transfer,3
4,78.61,0.21,21.58,Online,Bank Transfer,4
41,51.82,0.35,8.6,In-store,Bank Transfer,3
7,44.23,0.47,10.25,In-store,Credit Card,2
37,4.0,0.29,11.87,In-store,Bank Transfer,3
14,67.23,0.09,14.69,Online,Credit Card,1
13,44.91,0.1,28.83,In-store,paypall,0
29,94.17,0.46,12.41,In-store,paypall,0
49,84.72,0.0,14.89,Online,Credit Card,1
34,8.39,0.24,20.05,Online,Credit Card,1
34,72.51,0.48,23.43,Online,Bank Transfer,4
38,64.92,0.41,29.41,In-store,paypall,0
39,83.25,0.34,27.02,Online,Credit Card,1
48,97.85,0.13,13.69,Online,paypall,5
25,47.91,0.4,10.38,In-store,paypall,0
35,75.78,0.42,29.5,In-store,paypall,0
20,84.05,0.35,9.880000000000003,Online,paypall,5
31,62.79,0.18,27.41,In-store,Bank Transfer,3
46,17.11,0.08000000000000002,9.51,Online,Credit Card,1
44,13.899999999999999,0.35,11.77,Online,paypall,5
25,71.8,0.42,29.45,In-store,Credit Card,2
29,97.73,0.4,5.530000000000001,Online,paypall,5
46,29.39,0.12,23.68,In-store,Credit Card,2
34,88.91,0.4,5.08,In-store,Bank Transfer,3
10,99.8,0.25,7.109999999999999,In-store,paypall,0
19,29.98,0.31,29.13,In-store,Credit Card,2
39,15.64,0.36,22.4,Online,Credit Card,1
11,34.18,0.03,8.46,Online,Bank Transfer,4
40,51.94,0.04000000000000001,25.34,In-store,Bank Transfer,3
40,27.82,0.42,22.72,Online,paypall,5
36,96.46,0.09,17.47,In-store,paypall,0
23,14.89,0.10999999999999999,14.06,In-store,paypall,0
44,30.05,0.13,22.93,Online,Credit Card,1
38,30.15,0.24,7.6,Online,Credit Card,1
25,55.03,0.33,12.89,Online,paypall,5
44,64.74,0.4,12.62,In-store,Credit Card,2
49,5.07,0.4,23.91,Online,Credit Card,1
45,94.54,0.41,20.73,In-store,Credit Card,2
38,99.41,0.5,24.49,In-store,paypall,0
27,42.29,0.22,8.68,Online,Credit Card,1
2,1.1499999999999986,0.27,26.38,Online,paypall,5
6,67.23,0.27,11.16,Online,paypall,5
35,13.850000000000001,0.39,9.52,Online,paypall,5
8,51.43,0.06,29.45,In-store,Bank Transfer,3
20,10.29,0.04999999999999999,12.35,In-store,Bank Transfer,3
33,60.04,0.21,5.949999999999999,Online,paypall,5
29,48.41,0.03,24.18,Online,paypall,5
1,2.9100000000000037,0.04000000000000001,6.02,Online,paypall,5
13,5.18,0.12,25.76,Online,paypall,5
3,11.579999999999998,0.15,18.17,In-store,paypall,0
1,54.76,0.27,23.14,In-store,Credit Card,2
12,5.039999999999999,0.18,11.33,Online,Bank Transfer,4
6,33.92,0.04000000000000001,14.16,Online,Bank Transfer,4
8,19.359999999999996,0.17,23.08,Online,Bank Transfer,4
36,11.149999999999999,0.42,12.27,In-store,Bank Transfer,3
20,93.64,0.3,11.22,In-store,Bank Transfer,3
10,68.89,0.14,20.81,In-store,Bank Transfer,3
10,26.07,0.28,11.54,Online,Bank Transfer,4
31,31.77,0.14,26.95,In-store,paypall,0
20,49.92,0.25,10.42,Online,paypall,5
25,92.79,0.31,22.15,In-store,paypall,0
45,12.759999999999998,0.25,6.620000000000001,Online,Credit Card,1
31,67.27,0.18,20.15,Online,Bank Transfer,4
47,91.98,0.10999999999999999,11.78,Online,paypall,5
41,59.84,0.45,21.55,Online,Credit Card,1
8,84.79,0.21,25.54,In-store,Bank Transfer,3
41,65.7,0.18,23.67,Online,Bank Transfer,4
49,10.729999999999997,0.28,6.33,Online,Credit Card,1
24,52.34,0.39,6.02,Online,paypall,5
4,4.600000000000001,0.23,5.809999999999999,In-store,Credit Card,2
37,52.03,0.29,15.1,In-store,Bank Transfer,3
45,54.22,0.1,19.98,In-store,Credit Card,2
24,73.43,0.5,10.07,In-store,Credit Card,2
14,4.700000000000003,0.22,22.41,In-store,Credit Card,2
8,37.17,0.14,23.24,Online,paypall,5
49,74.33,0.16,12.21,Online,Bank Transfer,4
27,44.13,0.34,12.78,Online,Bank Transfer,4
30,67.3,0.43,17.52,In-store,Bank Transfer,3
40,36.71,0.03,29.7,Online,Bank Transfer,4
40,22.22,0.36,6.609999999999999,In-store,Bank Transfer,3
18,70.99,0.43,18.34,Online,Bank Transfer,4
13,25.25,0.22,7.539999999999999,In-store,Credit Card,2
29,88.14,0.46,18.34,Online,Credit Card,1
28,92.96,0.04000000000000001,24.01,Online,Bank Transfer,4
48,67.39,0.38,8.5,In-store,Bank Transfer,3
4,1.9399999999999977,0.19,29.82,In-store,paypall,0
27,89.11,0.19,15.92,Online,paypall,5
36,16.009999999999998,0.29,7.01,In-store,Bank Transfer,3
24,51.18,0.15,7.280000000000001,Online,Bank Transfer,4
24,8.93,0.48,24.91,Online,Credit Card,1
3,68.41,0.42,9.57,Online,Bank Transfer,4
45,47.07,0.36,7.82,In-store,Bank Transfer,3
19,96.63,0.18,13.87,In-store,paypall,0
39,35.49,0.27,25.92,In-store,Bank Transfer,3
49,3.9299999999999997,0.04999999999999999,10.09,Online,Bank Transfer,4
8,99.6,0.34,28.98,Online,paypall,5
22,11.11,0.25,24.53,In-store,Credit Card,2
22,63.88,0.04000000000000001,28.77,In-store,paypall,0
16,49.3,0.2,24.05,Online,Credit Card,1
8,9.61,0.23,14.12,In-store,paypall,0
17,69.09,0.28,25.4,Online,paypall,5
48,2.9299999999999997,0.06,15.06,In-store,paypall,0
37,74.95,0.22,19.43,In-store,Bank Transfer,3
27,44.56,0.37,19.13,In-store,paypall,0
35,65.94,0.03,19.22,Online,Credit Card,1
35,63.87,0.36,24.3,In-store,Bank Transfer,3
14,80.52,0.47,11.6,Online,paypall,5
43,44.86,0.3,19.66,Online,Credit Card,1
41,38.35,0.14,23.88,Online,paypall,5
22,62.69,0.41,5.02,In-store,Credit Card,2
22,87.61,0.43,28.44,Online,Bank Transfer,4
11,31.2,0.04999999999999999,18.21,Online,paypall,5
32,85.7,0.04000000000000001,22.62,Online,Credit Card,1
27,91.62,0.4,16.67,In-store,Bank Transfer,3
20,5.600000000000001,0.21,14.82,In-store,Credit Card,2
46,31.21,0.25,21.41,Online,Bank Transfer,4
34,41.38,0.06,12.02,In-store,Bank Transfer,3
19,13.729999999999997,0.43,6.199999999999999,In-store,paypall,0
10,99.36,0.45,13.59,In-store,Bank Transfer,3
13,33.88,0.49,9.06,In-store,Credit Card,2
8,84.06,0.29,15.55,In-store,Credit Card,2
22,61.78,0.0,7.629999999999999,Online,Credit Card,1
28,53.28,0.45,19.88,Online,paypall,5
16,90.09,0.09,21.95,Online,Bank Transfer,4
17,61.62,0.36,5.620000000000001,In-store,paypall,0
40,80.52,0.38,24.9,In-store,paypall,0
42,66.56,0.39,13.88,In-store,Credit Card,2
49,18.71,0.26,5.690000000000001,In-store,Credit Card,2
40,69.7,0.13,21.39,In-store,Credit Card,2
19,78.68,0.25,8.1,In-store,paypall,0
49,84.11,0.07,18.54,In-store,Bank Transfer,3
38,1.9799999999999969,0.48,15.13,Online,Credit Card,1
18,39.59,0.47,10.81,Online,Credit Card,1
37,43.92,0.13,11.74,In-store,paypall,0
29,11.300000000000004,0.43,10.99,Online,Bank Transfer,4
15,27.46,0.23,20.14,In-store,Credit Card,2
21,95.4,0.24,16.47,Online,paypall,5
7,12.86,0.48,23.36,In-store,Credit Card,2
36,30.29,0.43,23.11,In-store,paypall,0
48,89.6,0.03,20.68,In-store,Credit Card,2
22,97.31,0.27,7.01,In-store,Bank Transfer,3
37,68.85,0.1,15.62,Online,paypall,5
6,34.91,0.25,19.4,In-store,Bank Transfer,3
40,87.35,0.04000000000000001,16.3,In-store,Credit Card,2
14,79.02,0.42,21.85,Online,Credit Card,1
17,84.37,0.08000000000000002,10.62,Online,Credit Card,1
44,3.799999999999997,0.22,12.61,In-store,Bank Transfer,3
2,32.23,0.49,26.96,In-store,paypall,0
42,93.03,0.23,15.75,Online,Bank Transfer,4
45,36.36,0.36,23.15,In-store,Bank Transfer,3
38,48.85,0.29,20.84,Online,Credit Card,1
46,62.7,0.16,23.43,Online,paypall,5
49,74.91,0.25,6.280000000000001,In-store,paypall,0
36,87.76,0.45,19.21,Online,Credit Card,1
21,24.24,0.06,28.87,Online,Credit Card,1
5,60.65,0.08000000000000002,27.23,In-store,Credit Card,2
20,25.71,0.04999999999999999,23.91,In-store,paypall,0
41,90.07,0.35,27.68,Online,paypall,5
22,62.65,0.13,22.57,Online,paypall,5
40,44.5,0.39,12.9,Online,Credit Card,1
23,64.9,0.49,11.71,In-store,paypall,0
1,68.22,0.36,23.72,In-store,paypall,0
13,11.240000000000002,0.28,10.61,Online,Bank Transfer,4
24,36.0,0.46,10.84,In-store,Bank Transfer,3
43,78.42,0.14,18.83,In-store,Credit Card,2
28,25.58,0.33,21.7,In-store,paypall,0
4,10.729999999999997,0.31,6.890000000000001,In-store,Credit Card,2
23,80.42,0.3,13.25,Online,Bank Transfer,4
49,84.5,0.3,28.67,In-store,Bank Transfer,3
4,2.3999999999999986,0.2,21.18,In-store,Bank Transfer,3
40,30.71,0.0,17.36,Online,Credit Card,1
34,75.45,0.43,6.460000000000001,Online,paypall,5
20,86.24,0.49,11.38,Online,paypall,5
17,46.17,0.38,11.49,Online,Bank Transfer,4
30,92.59,0.12,23.99,Online,Credit Card,1
28,54.27,0.45,12.86,In-store,Credit Card,2
24,59.08,0.25,18.3,Online,Credit Card,1
48,20.26,0.16,17.05,Online,Credit Card,1
31,67.4,0.13,22.58,Online,Bank Transfer,4
32,26.95,0.13,10.3,In-store,paypall,0
38,53.57,0.42,12.9,In-store,Credit Card,2
29,64.78,0.34,5.34,Online,paypall,5
7,36.05,0.29,17.27,In-store,Bank Transfer,3
15,80.34,0.10999999999999999,25.48,In-store,Bank Transfer,3
45,66.58,0.46,27.47,Online,Bank Transfer,4
6,1.9600000000000009,0.15,15.84,Online,paypall,5
17,57.33,0.1,27.42,In-store,Bank Transfer,3
44,30.98,0.47,19.35,Online,Credit Card,1
1,67.63,0.46,19.29,Online,Bank Transfer,4
3,24.82,0.18,12.9,Online,paypall,5
13,11.420000000000002,0.19,21.93,Online,Bank Transfer,4
11,37.52,0.48,14.15,Online,paypall,5
12,36.66,0.04000000000000001,10.42,In-store,Credit Card,2
18,12.350000000000001,0.42,17.43,In-store,Bank Transfer,3
40,73.0,0.19,23.15,Online,Credit Card,1
16,12.75,0.1,26.82,Online,paypall,5
33,72.02,0.45,14.3,In-store,Bank Transfer,3
41,61.02,0.34,14.66,In-store,Credit Card,2
4,72.79,0.07,6.77,Online,Bank Transfer,4
24,38.46,0.15,18.19,Online,Bank Transfer,4
36,70.33,0.15,6.35,Online,Credit Card,1
47,39.3,0.04999999999999999,27.14,Online,Credit Card,1
46,73.28,0.10999999999999999,5.18,Online,Bank Transfer,4
44,72.3,0.44,20.24,In-store,paypall,0
7,5.089999999999996,0.3,24.39,In-store,paypall,0
8,21.450000000000003,0.39,8.7,Online,Bank Transfer,4
37,17.97,0.5,10.220000000000002,In-store,Bank Transfer,3
19,15.509999999999998,0.35,19.67,In-store,Bank Transfer,3
29,83.58,0.23,17.01,Online,Bank Transfer,4
6,55.77,0.35,13.37,In-store,paypall,0
36,38.57,0.47,28.94,Online,Bank Transfer,4
22,21.96,0.36,11.55,Online,paypall,5
22,47.14,0.08000000000000002,12.86,Online,Credit Card,1
38,78.99,0.07,24.96,Online,Bank Transfer,4
43,65.49,0.2,7.789999999999999,Online,Bank Transfer,4
3,53.26,0.07,5.640000000000001,In-store,Credit Card,2
25,94.83,0.06,9.0,In-store,paypall,0
14,65.37,0.09,28.92,In-store,paypall,0
5,13.550000000000004,0.37,6.379999999999999,Online,Bank Transfer,4
18,62.98,0.03,19.86,Online,Credit Card,1
28,61.05,0.15,22.3,Online,Credit Card,1
30,91.74,0.24,21.91,In-store,Credit Card,2
36,58.84,0.39,12.77,Online,paypall,5
6,75.52,0.38,16.98,Online,Credit Card,1
31,86.39,0.04999999999999999,6.289999999999999,Online,paypall,5
18,80.0,0.31,29.9,In-store,Bank Transfer,3
25,46.3,0.13,16.73,Online,Credit Card,1
34,12.079999999999998,0.04999999999999999,5.42,In-store,Credit Card,2
8,27.34,0.38,16.38,In-store,Credit Card,2
28,16.36,0.21,7.719999999999999,Online,Bank Transfer,4
7,47.56,0.19,15.02,In-store,Bank Transfer,3
34,71.92,0.35,19.07,In-store,paypall,0
25,2.259999999999998,0.1,12.77,In-store,Credit Card,2
1,56.36,0.49,8.07,In-store,Bank Transfer,3
43,14.14,0.26,22.84,In-store,Bank Transfer,3
2,49.62,0.21,28.7,Online,paypall,5
34,74.61,0.35,18.86,In-store,Bank Transfer,3
32,53.28,0.32,25.13,In-store,Bank Transfer,3
12,4.57,0.16,9.26,In-store,paypall,0
44,90.9,0.48,24.11,Online,Credit Card,1
26,48.28,0.010000000000000009,5.15,In-store,Credit Card,2
22,86.53,0.38,28.28,Online,Credit Card,1
43,93.42,0.26,12.48,Online,Bank Transfer,4
31,71.06,0.29,19.64,Online,Credit Card,1
33,8.990000000000002,0.01999999999999999,21.56,In-store,Bank Transfer,3
22,92.66,0.26,24.33,Online,paypall,5
48,83.37,0.31,29.33,Online,paypall,5
8,77.57,0.48,28.77,Online,Credit Card,1
16,15.850000000000001,0.44,21.62,Online,paypall,5
28,39.13,0.25,28.13,Online,paypall,5
14,4.479999999999997,0.38,5.140000000000001,Online,Credit Card,1
4,65.41,0.44,7.609999999999999,In-store,paypall,0
24,87.82,0.04999999999999999,28.47,Online,Bank Transfer,4
19,64.55,0.04000000000000001,10.6,In-store,Bank Transfer,3
25,50.33,0.45,19.62,In-store,Credit Card,2
47,83.81,0.29,24.18,In-store,paypall,0
17,26.67,0.36,16.93,Online,paypall,5
36,59.83,0.04000000000000001,22.66,Online,Bank Transfer,4
2,96.95,0.21,15.45,Online,Credit Card,1
45,49.24,0.15,11.07,Online,Bank Transfer,4
27,40.69,0.2,17.92,In-store,paypall,0
42,45.75,0.09,21.3,In-store,Bank Transfer,3
8,3.289999999999999,0.43,12.78,Online,paypall,5
37,41.55,0.29,28.73,Online,Credit Card,1
5,54.69,0.26,21.2,Online,Credit Card,1
46,40.79,0.34,26.63,In-store,Credit Card,2
4,16.559999999999995,0.43,12.11,In-store,Bank Transfer,3
6,72.27,0.04999999999999999,10.02,In-store,Credit Card,2
29,9.350000000000001,0.12,9.74,Online,Credit Card,1
8,78.58,0.09,24.2,Online,Bank Transfer,4
48,9.050000000000004,0.0,19.59,Online,paypall,5
35,97.74,0.29,13.74,In-store,paypall,0
10,32.83,0.24,28.47,In-store,paypall,0
46,68.65,0.43,20.17,Online,Bank Transfer,4
16,84.47,0.35,26.69,In-store,paypall,0
12,53.45,0.22,6.01,In-store,Bank Transfer,3
25,47.84,0.09,14.69,In-store,Bank Transfer,3
15,15.64,0.25,20.61,Online,paypall,5
14,29.76,0.12,9.48,Online,paypall,5
6,75.69,0.31,7.609999999999999,Online,Credit Card,1
36,38.44,0.42,28.12,Online,Bank Transfer,4
3,8.5,0.33,25.13,Online,Bank Transfer,4
45,69.47,0.31,7.719999999999999,Online,Bank Transfer,4
27,63.57,0.4,6.379999999999999,In-store,Credit Card,2
25,37.4,0.13,13.79,In-store,paypall,0
48,81.34,0.23,21.74,In-store,Bank Transfer,3
35,51.97,0.42,15.32,In-store,Credit Card,2
5,35.07,0.24,5.710000000000001,Online,Credit Card,1
18,7.549999999999997,0.01999999999999999,10.119999999999997,In-store,Bank Transfer,3
20,92.78,0.4,9.68,Online,Bank Transfer,4
27,83.31,0.08000000000000002,5.76,In-store,Credit Card,2
44,1.1799999999999997,0.27,7.93,In-store,paypall,0
17,67.96,0.29,13.72,In-store,paypall,0
34,48.46,0.38,5.84,In-store,Bank Transfer,3
8,16.53,0.10999999999999999,26.85,In-store,paypall,0
12,5.43,0.27,16.15,In-store,paypall,0
35,65.64,0.38,27.02,Online,paypall,5
3,1.3999999999999986,0.33,10.67,In-store,paypall,0
47,26.07,0.3,26.43,In-store,paypall,0
14,72.34,0.44,9.29,Online,paypall,5
45,39.51,0.38,17.12,Online,paypall,5
15,36.92,0.06,13.65,In-store,Credit Card,2
39,79.31,0.16,20.54,In-store,Bank Transfer,3
3,83.56,0.01999999999999999,27.31,In-store,Bank Transfer,3
24,57.33,0.41,27.35,Online,Bank Transfer,4
2,22.47,0.35,27.42,Online,Credit Card,1
5,65.72,0.12,17.98,In-store,Credit Card,2
4,21.460000000000004,0.16,16.7,Online,Credit Card,1
36,32.91,0.26,13.02,In-store,Bank Transfer,3
2,17.589999999999996,0.18,8.69,Online,Bank Transfer,4
11,74.15,0.35,13.65,In-store,Bank Transfer,3
